student_id,assign1_grade,assign1_sub_year,assign1_sub_month,assign1_sub_day,assign1_sub_hour,assign1_sub_min,assign1_sub_sec,assign2_grade,assign2_sub_year,assign2_sub_month,assign2_sub_day,assign2_sub_hour,assign2_sub_min,assign2_sub_sec,assign3_grade,assign3_sub_year,assign3_sub_month,assign3_sub_day,assign3_sub_hour,assign3_sub_min,assign3_sub_sec,assign4_grade,assign4_sub_year,assign4_sub_month,assign4_sub_day,assign4_sub_hour,assign4_sub_min,assign4_sub_sec,assign5_grade,assign5_sub_year,assign5_sub_month,assign5_sub_day,assign5_sub_hour,assign5_sub_min,assign5_sub_sec,assign6_grade,assign6_sub_year,assign6_sub_month,assign6_sub_day,assign6_sub_hour,assign6_sub_min,assign6_sub_sec
35A9117B-9278-8C97-7180-DC1319117AB8,83.55284730327824,2016,2,22,7,26,55,75.19756257295042,2016,2,29,7,57,19,67.67780631565536,2016,3,3,8,3,54,67.67780631565536,2016,3,7,7,54,21,67.67780631565536,2016,3,14,8,21,24,67.67780631565536,2016,3,16,23,1,44
24827B50-2FC2-E4B0-E2A0-1989E17749B3,14.95960282260914,2015,11,17,1,16,7,14.45960282260914,2015,11,22,15,0,14,12.307682258087313,2015,11,28,13,12,23,9.12614580646985,2015,11,29,17,6,51,8.213531225822866,2015,12,6,21,21,9,7.392178103240579,2015,12,10,1,16,9
70A7A4AB-49ED-C587-D6E2-1518863B3411,42.29918922633136,2016,2,8,1,14,24,38.069270303698225,2016,2,13,23,18,15,38.069270303698225,2016,2,17,20,10,25,38.069270303698225,2016,2,20,18,33,32,30.45541624295857,2016,2,28,1,4,20,30.45541624295857,2016,2,29,4,39,30
D6EFCCCA-82CA-C4BE-1C3E-D0477DE28B24,53.55522660466853,2015,9,17,13,6,39,53.05522660466853,2015,9,20,9,57,0,48.46970394420166,2015,9,21,13,17,53,47.56970394420166,2015,9,22,10,12,42,42.8127335497815,2015,9,27,10,58,56,42.8127335497815,2015,9,30,18,24,47
15A04776-A6C6-72DC-B55F-A6A82B95E0B2,60.638096576701365,2016,3,4,21,39,56,48.5104772613611,2016,3,7,3,17,54,38.80838180908889,2016,3,16,1,32,31,31.04670544727111,2016,3,15,0,54,7,31.04670544727111,2016,3,16,22,51,45,31.04670544727111,2016,3,25,15,24,15
C040D322-E970-4E8F-22A6-2FFAF2D74061,36.383574610012175,2015,11,12,14,5,47,32.315217149010955,2015,11,29,12,17,5,33.01521714901096,2015,12,24,8,32,51,25.69217371920877,2015,12,15,12,46,9,20.55373897536701,2015,12,27,6,11,42,16.442991180293614,2016,1,4,7,7,44
D5E03B6F-E4AB-AD56-FCB5-12ACA02D3622,82.4783828956828,2016,3,3,3,13,32,65.98270631654624,2016,3,8,1,17,52,59.384435684891606,2016,3,11,3,1,36,47.507548547913295,2016,3,20,13,15,16,42.75679369312197,2016,3,26,16,30,52,34.205434954497576,2016,3,27,17,37,1
E03DE248-3570-3C31-77F7-5138764837A6,73.19858376414263,2016,3,10,18,23,55,73.19858376414263,2016,3,18,14,58,20,73.19858376414263,2016,3,27,20,7,40,58.558867011314106,2016,3,18,15,8,19,58.558867011314106,2016,3,21,13,56,15,58.558867011314106,2016,4,9,5,38,41
A1331E62-50B5-94FC-E0CE-3092CB3D30D9,88.90111381825089,2015,9,16,22,33,2,70.76089105460072,2015,9,23,23,30,17,64.40480194914065,2015,9,30,3,54,5,50.80384155931254,2015,10,2,0,38,0,50.80384155931254,2015,10,8,18,57,57,45.72345740338128,2015,10,10,20,42,9
4D914022-B7D7-52C4-A1BB-479166DB7347,99.88699540279188,2016,1,11,1,21,31,89.8982958625127,2016,1,16,21,6,28,89.8982958625127,2016,1,20,16,54,15,71.91863669001016,2016,1,24,20,38,16,57.53490935200814,2016,1,31,17,32,24,51.78141841680732,2016,2,2,2,7,44
FCB5854D-D84C-E8BA-4AF8-59FCF9CC69CB,88.70005545806654,2015,11,22,8,35,35,79.40004991225986,2015,11,25,19,20,11,80.10004991225985,2015,12,2,18,55,26,79.20004991225986,2015,12,3,19,24,1,79.20004991225986,2015,12,6,11,34,37,63.36003992980789,2015,12,10,21,25,51
A4FB423A-E08E-559F-DCCD-A0A543E812E3,73.25608700738276,2015,11,15,18,13,44,72.75608700738276,2015,11,15,18,5,14,73.45608700738278,2016,3,1,0,12,1,58.04486960590621,2015,12,6,16,52,47,58.04486960590621,2015,12,7,8,58,32,46.43589568472497,2016,2,22,21,18,35
D887D9D7-6993-7618-5333-1DBC732CAA5E,81.47134222605209,2016,1,9,10,52,36,73.32420800344687,2016,1,16,9,17,15,73.32420800344687,2016,1,17,14,24,10,73.32420800344687,2016,1,23,13,39,19,65.99178720310219,2016,1,26,15,43,52,59.39260848279197,2016,1,29,18,5,37
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,75.75642862581195,2015,9,18,20,18,12,75.25642862581195,2015,9,29,20,18,2,75.95642862581195,2015,10,10,15,11,56,60.045142900649566,2015,9,30,23,19,46,54.04062861058462,2015,10,12,0,42,54,54.04062861058462,2015,12,10,21,25,50
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.43750389870891,2015,12,20,23,25,46,93.93750389870891,2015,12,21,13,27,26,94.63750389870891,2015,12,30,23,4,46,74.99000311896712,2015,12,21,19,42,25,59.9920024951737,2015,12,21,19,56,36,59.9920024951737,2016,1,8,9,54,15
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,90.8684896647398,2016,1,22,22,44,12,72.69479173179184,2016,1,31,23,31,59,58.155833385433475,2016,2,6,18,29,44,58.155833385433475,2016,2,5,20,35,50,46.524666708346786,2016,2,15,21,19,23,37.21973336667743,2016,2,18,8,35,4
247B105C-2067-A7AA-2CBE-B65278128C96,73.12354825635767,2016,2,8,4,24,49,65.8111934307219,2016,2,15,3,30,59,59.230074087649704,2016,2,18,8,34,58,59.230074087649704,2016,2,21,2,49,34,53.307066678884716,2016,2,27,17,20,44,42.64565334310779,2016,2,29,0,51,1
247B105C-2067-A7AA-2CBE-B65278128C96,67.27272796485008,2015,11,29,11,12,19,60.11545516836507,2015,12,6,15,35,42,48.83236413469206,2015,12,10,8,54,52,47.93236413469206,2015,12,13,23,15,48,47.93236413469206,2015,12,20,15,3,54,43.13912772122285,2015,12,21,20,36,33
25197F10-E9E9-4C50-63F8-6C896975AAE2,82.9324638485621,2016,1,6,0,3,25,74.63921746370589,2016,2,11,10,6,6,74.63921746370589,2016,2,16,15,43,28,59.711373970964715,2016,2,13,1,3,52,59.711373970964715,2016,4,6,9,49,34,59.711373970964715,2016,4,8,0,40,6
247B105C-2067-A7AA-2CBE-B65278128C96,46.280479713720894,2016,1,7,22,3,1,46.280479713720894,2016,1,9,22,51,18,37.02438377097672,2016,1,20,22,24,21,37.02438377097672,2016,1,14,22,50,22,37.02438377097672,2016,1,20,23,6,37,29.619507016781373,2016,1,28,1,3,39
DDE0526B-7DA4-80E8-C2A6-D097F3826029,94.94372740635237,2016,1,4,16,5,19,94.94372740635237,2016,1,5,20,46,9,75.9549819250819,2016,1,20,8,52,24,68.35948373257372,2016,1,20,17,59,4,61.52353535931635,2016,1,22,15,16,41,49.21882828745308,2016,1,30,18,37,2
DDE0526B-7DA4-80E8-C2A6-D097F3826029,84.56974738949567,2015,10,4,4,48,45,67.29579791159652,2015,10,7,18,18,34,54.57663832927723,2015,10,12,20,42,45,53.67663832927723,2015,10,9,23,26,44,42.94131066342179,2015,10,10,19,48,17,38.647179597079614,2015,10,27,6,0,25
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,70.21125686671043,2016,8,5,12,13,24,63.19013118003939,2016,8,8,13,55,1,56.871118062035464,2016,8,10,13,11,18,45.496894449628364,2016,8,15,6,20,36,36.397515559702704,2016,8,17,9,44,31,36.397515559702704,2016,8,26,14,40,12
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,46.21696765014399,2015,10,12,18,17,58,41.165270885129615,2015,10,19,12,59,31,41.86527088512961,2015,10,20,20,0,26,36.868743796616656,2015,10,21,11,26,24,36.868743796616656,2015,10,23,12,10,59,33.18186941695499,2015,10,26,19,33,49
1F51E050-78F7-F270-1B90-ED1BC0376763,73.35534571427326,2016,4,30,2,46,23,66.01981114284594,2016,5,8,3,55,16,66.01981114284594,2016,5,12,7,47,16,59.41783002856136,2016,5,12,0,32,37,59.41783002856136,2016,5,20,0,9,9,59.41783002856136,2016,5,24,1,59,13
247B105C-2067-A7AA-2CBE-B65278128C96,90.6467652423464,2016,6,26,7,54,41,81.58208871811175,2016,7,3,14,4,30,81.58208871811175,2016,7,9,13,21,29,65.2656709744894,2016,7,10,13,57,12,52.212536779591524,2016,7,17,14,32,56,41.77002942367322,2016,7,21,7,47,46
25197F10-E9E9-4C50-63F8-6C896975AAE2,82.3844294533793,2016,6,1,4,29,50,74.14598650804137,2016,6,7,3,57,37,74.14598650804137,2016,6,19,13,59,35,59.31678920643311,2016,6,13,2,26,48,53.385110285789786,2016,6,19,18,45,5,48.046599257210815,2016,6,23,11,54,3
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,92.31307228214615,2015,10,4,8,5,5,91.81307228214615,2015,10,10,9,34,59,92.51307228214615,2015,10,13,14,10,16,73.29045782571693,2015,10,31,4,56,8,58.63236626057355,2015,11,18,9,19,3,52.76912963451621,2015,12,4,9,24,50
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,54.64850873284837,2015,10,17,15,57,34,48.75365785956354,2015,10,24,11,2,0,49.45365785956354,2015,10,26,20,51,7,48.55365785956354,2015,10,31,10,19,25,38.842926287650826,2015,11,7,14,48,3,38.842926287650826,2015,11,10,21,57,5
2B806EF6-A590-1C00-F0C5-1469E3B2152E,56.94706961213495,2016,1,22,19,0,32,51.25236265092146,2016,1,28,1,49,1,51.25236265092146,2016,2,1,20,13,59,41.00189012073717,2016,2,7,22,59,55,32.80151209658973,2016,2,10,23,55,44,32.80151209658973,2016,2,16,6,35,55
1F51E050-78F7-F270-1B90-ED1BC0376763,84.39780614327103,2015,12,14,7,48,7,83.89780614327103,2015,12,19,8,40,55,67.85824491461683,2015,12,24,4,1,36,60.26242042315515,2015,12,25,13,23,7,54.23617838083963,2016,1,2,9,53,13,48.81256054275567,2016,1,6,7,2,46
DDE0526B-7DA4-80E8-C2A6-D097F3826029,74.83175006774677,2015,10,21,20,43,13,59.50540005419741,2015,10,22,20,38,56,54.274860048777676,2015,10,28,0,4,16,42.69988803902214,2015,11,2,1,9,8,38.429899235119926,2015,11,10,20,29,15,34.586909311607926,2015,11,12,8,58,38
25197F10-E9E9-4C50-63F8-6C896975AAE2,74.35868753477939,2015,11,2,3,12,44,73.85868753477939,2015,11,8,22,7,48,59.82695002782352,2015,11,12,6,27,48,47.141560022258815,2015,11,15,18,15,38,37.713248017807054,2015,11,23,2,13,40,33.941923216026346,2015,11,25,10,16,0
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,77.8201148107528,2016,5,29,2,0,8,62.25609184860224,2016,6,11,3,20,28,49.804873478881795,2016,6,18,4,26,5,39.84389878310544,2016,6,17,0,19,48,35.859508904794886,2016,6,18,6,27,13,32.273558014315405,2016,6,20,4,59,57
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,68.72330804515306,2015,10,30,19,31,8,61.42097724063776,2015,11,6,19,42,51,55.99887951657397,2015,11,15,1,58,36,55.09887951657397,2015,11,12,19,49,56,44.07910361325919,2015,11,20,2,56,15,44.07910361325919,2015,11,28,1,46,18
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,42.29711701667321,2016,1,24,9,14,15,42.29711701667321,2016,1,30,8,8,16,38.06740531500589,2016,2,1,18,10,0,30.453924252004715,2016,2,3,15,21,0,27.40853182680425,2016,2,11,11,1,31,21.9268254614434,2016,2,15,12,7,12
2B806EF6-A590-1C00-F0C5-1469E3B2152E,75.41206802390037,2015,12,26,17,56,11,74.91206802390037,2015,12,29,15,52,57,60.66965441912029,2016,1,6,11,2,58,53.79268897720827,2016,1,10,14,56,21,53.79268897720827,2016,1,16,14,8,48,53.79268897720827,2016,1,18,19,26,41
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,72.07536719740189,2016,5,15,2,21,55,64.8678304776617,2016,5,20,20,56,33,51.894264382129364,2016,5,30,12,41,23,41.515411505703504,2016,5,31,0,48,49,33.2123292045628,2016,6,9,16,36,38,33.2123292045628,2016,6,16,18,32,51
DDE0526B-7DA4-80E8-C2A6-D097F3826029,64.13816612522203,2015,11,15,4,49,30,57.294349512699824,2015,11,15,10,38,58,57.99434951269982,2015,11,22,13,29,40,51.38491456142985,2015,11,17,12,28,43,46.24642310528686,2015,11,21,22,50,32,36.997138484229495,2015,12,5,10,24,58
DDE0526B-7DA4-80E8-C2A6-D097F3826029,39.502537142516154,2015,10,26,20,31,49,31.24202971401293,2015,11,2,20,49,30,31.94202971401293,2015,11,10,4,27,57,24.833623771210327,2015,11,13,20,31,43,22.3502613940893,2015,11,22,18,56,31,20.11523525468037,2015,11,24,13,47,25
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.925966678556655,2015,12,14,0,24,58,53.50337001070099,2015,12,20,21,11,25,48.87303300963089,2015,12,24,8,32,51,43.175729708667795,2015,12,27,17,53,18,34.54058376693424,2016,1,3,15,18,40,34.54058376693424,2016,1,6,11,37,31
1F51E050-78F7-F270-1B90-ED1BC0376763,57.64474667656196,2015,10,1,18,5,18,45.75579734124958,2015,9,26,19,55,24,46.45579734124957,2015,10,12,7,16,18,41.00021760712462,2015,10,1,19,32,42,36.90019584641216,2015,10,2,22,19,12,36.90019584641216,2015,10,16,20,28,39
DDE0526B-7DA4-80E8-C2A6-D097F3826029,83.16876541248189,2016,1,11,5,21,36,66.53501232998552,2016,1,15,5,10,57,66.53501232998552,2016,1,19,20,54,55,53.22800986398842,2016,1,20,7,37,4,42.58240789119074,2016,1,29,7,57,57,42.58240789119074,2016,2,2,5,4,11
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,57.36277663658828,2016,1,10,10,52,57,57.36277663658828,2016,1,16,3,33,5,45.89022130927062,2016,1,22,16,53,51,41.30119917834357,2016,1,21,14,14,36,41.30119917834357,2016,1,21,14,52,23,37.1710792605092,2016,2,2,10,2,35
25197F10-E9E9-4C50-63F8-6C896975AAE2,95.56875643613785,2015,10,16,9,58,24,95.06875643613785,2015,10,22,18,25,3,95.76875643613785,2015,11,1,17,10,5,85.38188079252404,2015,10,26,19,40,26,85.38188079252404,2015,10,30,9,0,5,85.38188079252404,2015,11,7,12,24,30
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.70859319343097,2015,9,19,19,21,8,71.4068745547448,2015,9,25,19,43,54,64.9861870992703,2015,9,30,7,56,39,51.268949679416245,2015,10,3,23,33,31,41.015159743533,2015,10,10,23,46,55,36.9136437691797,2015,10,12,16,43,0
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,49.3925239429795,2015,10,30,3,30,49,44.023271548681535,2015,11,9,5,25,11,40.3409443938134,2015,11,12,8,58,32,39.4409443938134,2015,11,15,20,33,27,31.552755515050716,2015,11,23,19,31,40,31.552755515050716,2015,11,26,20,44,33
1F51E050-78F7-F270-1B90-ED1BC0376763,61.8079177964048,2015,9,18,15,20,51,49.08633423712384,2015,9,24,19,0,49,44.897700813411454,2015,9,28,21,18,46,43.997700813411456,2015,10,2,21,29,28,35.198160650729164,2015,10,10,20,44,43,31.67834458565625,2015,10,12,19,13,4
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,88.83324482518661,2015,9,21,3,32,25,79.51992034266794,2015,9,30,2,29,53,72.28792830840115,2015,10,11,1,38,47,57.11034264672094,2015,10,5,11,43,1,45.68827411737675,2015,10,7,21,23,9,45.68827411737675,2015,10,8,22,20,12
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,69.25666562830503,2015,9,16,4,4,18,61.90099906547452,2015,9,27,5,21,0,62.60099906547451,2015,10,13,13,41,33,55.530899158927056,2015,10,3,3,26,21,49.977809243034365,2015,10,7,8,1,46,49.977809243034365,2015,10,8,8,22,17
DDE0526B-7DA4-80E8-C2A6-D097F3826029,70.09848468703078,2016,1,21,19,44,31,70.09848468703078,2016,1,22,23,7,12,56.07878774962462,2016,1,30,22,4,32,44.86303019969971,2016,2,7,20,46,24,35.89042415975976,2016,2,9,17,40,51,35.89042415975976,2016,2,12,20,19,21
1F51E050-78F7-F270-1B90-ED1BC0376763,74.87665032885468,2015,10,18,20,38,3,59.54132026308371,2015,10,25,20,41,58,60.241320263083715,2015,11,16,13,59,33,59.341320263083716,2015,10,31,21,32,39,53.40718823677536,2015,11,7,20,57,39,53.40718823677536,2015,11,14,10,8,46
1F51E050-78F7-F270-1B90-ED1BC0376763,65.42164915507729,2016,4,1,10,30,52,58.87948423956955,2016,4,3,4,51,17,47.103587391655644,2016,4,14,5,10,30,37.68286991332453,2016,4,17,6,46,53,37.68286991332453,2016,4,23,9,35,32,33.91458292199207,2016,4,25,17,33,36
247B105C-2067-A7AA-2CBE-B65278128C96,76.27223007028789,2016,1,8,20,45,18,61.01778405623032,2016,1,15,16,22,52,61.01778405623032,2016,1,21,1,24,33,48.814227244984245,2016,1,18,14,24,46,43.93280452048583,2016,1,27,5,36,43,35.146243616388674,2016,2,1,7,6,45
1F51E050-78F7-F270-1B90-ED1BC0376763,89.08607938786932,2016,3,17,21,29,56,80.17747144908242,2016,3,17,21,35,16,64.14197715926593,2016,3,28,19,38,31,51.31358172741274,2016,3,17,21,42,27,51.31358172741274,2016,3,17,21,49,22,46.18222355467148,2016,3,31,11,32,53
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,83.84573062978785,2015,11,1,14,9,20,66.71658450383029,2015,11,4,16,10,46,60.764926053447255,2015,11,12,8,58,31,53.87843344810254,2015,11,13,13,34,9,48.49059010329229,2015,11,17,21,50,0,43.64153109296306,2015,11,22,15,32,53
25197F10-E9E9-4C50-63F8-6C896975AAE2,69.26456241430996,2015,11,11,15,50,39,55.051649931447976,2015,11,13,11,29,14,50.26648493830317,2015,11,22,14,0,10,44.42983644447285,2015,11,23,0,17,0,44.42983644447285,2015,11,30,19,43,18,35.54386915557828,2015,12,6,16,24,44
5AB0D44C-86FF-2DE6-B096-B0F5D029E430,46.21228428349203,2016,1,8,21,3,46,36.96982742679364,2016,1,16,20,44,40,33.27284468411427,2016,1,20,18,23,53,29.945560215702837,2016,1,19,20,38,16,23.95644817256228,2016,1,22,18,25,46,23.95644817256228,2016,1,30,7,0,38
25197F10-E9E9-4C50-63F8-6C896975AAE2,72.25235970989962,2015,9,19,20,6,49,64.59712373890966,2015,9,21,5,41,48,58.85741136501869,2015,9,25,4,48,6,52.16167022851682,2015,10,1,0,2,9,52.16167022851682,2015,10,8,17,44,31,52.16167022851682,2015,10,14,0,4,45
2B806EF6-A590-1C00-F0C5-1469E3B2152E,88.53124090007407,2015,11,1,19,10,7,70.46499272005926,2015,11,2,19,43,29,57.11199417604741,2015,11,10,5,28,5,56.21199417604741,2015,11,14,0,8,21,56.21199417604741,2015,11,23,3,28,11,56.21199417604741,2015,11,30,19,35,17
6D2AB78F-44F4-2E8B-5C5E-B79119BC7EAC,96.72332504529496,2015,11,2,3,30,31,96.22332504529496,2015,11,24,23,59,58,77.71866003623597,2016,1,28,2,3,57,76.81866003623597,2015,11,25,1,34,26,69.13679403261237,2015,11,25,2,20,43,55.309435226089896,2015,11,26,8,51,2
1F51E050-78F7-F270-1B90-ED1BC0376763,96.4245268017942,2015,11,11,16,54,26,86.3520741216148,2015,11,16,14,1,38,87.05207412161482,2015,11,22,12,59,38,86.1520741216148,2015,11,28,17,8,34,77.53686670945329,2015,12,5,8,5,32,69.78318003850798,2015,12,6,11,55,3
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,59.05968129872461,2015,10,5,5,35,44,46.88774503897968,2015,10,12,4,21,23,47.58774503897968,2015,10,19,6,11,45,46.687745038979685,2015,10,19,7,41,41,42.01897053508171,2015,10,26,3,14,48,42.01897053508171,2016,3,20,2,31,49
2B806EF6-A590-1C00-F0C5-1469E3B2152E,97.09617796941828,2016,1,23,3,42,33,97.09617796941828,2016,1,28,2,55,36,77.67694237553467,2016,1,30,18,6,54,69.90924813798121,2016,2,7,19,44,20,62.91832332418309,2016,2,14,1,25,24,62.91832332418309,2016,2,15,2,11,2
DE88902E-C7A7-E37A-CFA7-F2C8F2D219F2,81.37595786471684,2015,9,20,22,2,53,80.87595786471684,2015,9,27,5,1,36,65.44076629177347,2015,9,28,11,19,40,51.63261303341879,2015,10,4,8,34,13,46.469351730076895,2015,10,10,18,59,37,37.175481384061534,2015,10,13,22,4,14
2B806EF6-A590-1C00-F0C5-1469E3B2152E,96.10408749170692,2015,10,12,0,31,23,76.52326999336555,2015,9,23,2,17,27,69.59094299402899,2015,9,26,15,18,8,61.82184869462609,2015,10,2,2,28,42,61.82184869462609,2015,10,5,5,46,18,49.45747895570089,2015,10,13,0,10,52
EFDA9F93-D0C3-864F-B0F6-2E9AA3E05E31,81.89725581477045,2016,6,22,22,6,14,81.89725581477045,2016,6,27,12,52,45,65.51780465181639,2016,7,3,4,48,57,65.51780465181639,2016,7,5,7,54,19,58.96602418663474,2016,7,11,7,32,8,47.17281934930779,2016,7,13,20,48,1
1F51E050-78F7-F270-1B90-ED1BC0376763,77.20836488761826,2015,11,30,20,15,28,76.70836488761826,2015,12,2,17,52,59,69.75752839885645,2015,12,7,23,54,8,68.85752839885645,2015,12,14,2,43,4,68.85752839885645,2015,12,21,0,40,38,55.08602271908516,2015,12,22,4,4,51
DDE0526B-7DA4-80E8-C2A6-D097F3826029,89.99328451477535,2015,9,18,23,45,58,71.63462761182028,2015,9,27,16,9,33,72.33462761182028,2015,10,13,9,13,10,64.29116485063825,2015,9,28,18,52,32,57.86204836557442,2015,10,5,17,51,54,57.86204836557442,2016,1,17,17,55,10
1F51E050-78F7-F270-1B90-ED1BC0376763,52.2723300994756,2015,10,19,17,40,33,46.61509708952803,2015,10,20,18,15,28,47.315097089528024,2015,10,30,3,25,24,46.415097089528025,2015,10,29,22,32,47,46.415097089528025,2015,10,26,23,30,38,41.773587380575215,2015,11,3,20,56,42
247B105C-2067-A7AA-2CBE-B65278128C96,70.61260661807303,2016,2,21,18,55,1,56.49008529445842,2016,2,26,5,46,51,56.49008529445842,2016,3,3,8,31,29,45.19206823556674,2016,3,5,23,1,9,40.67286141201007,2016,3,12,22,47,25,40.67286141201007,2016,4,27,23,13,54
